Label,Sublabel,Title,Description
Environmental Benefit,zero-emission vehicles,Toyota to bring three new electrified vehicles to U.S. market,"Toyota Motor North America said Wednesday it will bring three new electrified vehicles to the U.S. market, as the automaker seeks to win over customers by offering a variety of lower emission and zero-emission cars and SUVs. Two of the new vehicles will be al…"
Environmental Benefit,zero-emission vehicles,California will require all passenger vehicles sold in the state be zero-emission by 2035,"California Governor Gavin Newsom issued an executive order on Wednesday requiring sales of all new passenger vehicles be zero-emission by 2035. The new order would be a huge boost for electric vehicles, and vehicles using alternative fuels like hydrogen, and …"
Environmental Benefit,zero-emission vehicles,VW reimagines the microbus as an all-electric cargo hauler,The slow roll towards electrified vehicles isn’t isolated to passenger cars and SUVs. Manufacturers are investing in commercial vehicles as well — everything from school buses and delivery vans to big commercial trucks. VW Group’s vision for an electrified co…
Environmental Benefit,zero-emission vehicles,GM is adding to two new zero-emission commercial vehicles to its lineup,"General Motors said Wednesday it is adding to two new zero-emissions vehicles to its commercial portfolio as it looks to expand its first-to-last-mile business arm, BrightDrop. The first vehicle will be a battery electric cargo van under the Chevrolet brand t…"
Environmental Benefit,zero-emission vehicles,California bill would require all self-driving vehicles to be zero emission by 2025,"California might be the first state to give self-driving cars a deadline to electrify. In mid-February, a bill was quietly introduced into the California State Legislature that would require all autonomous vehicles to also be zero emission by 2025. Proposed B…"
Environmental Benefit,zero-emission vehicles,GM pledges to be carbon neutral by 2040 with zero tailpipe emission vehicles by 2035,General Motors has announced plans to be carbon neutral by 2040 — removing emissions from all of its products and global operations or offsetting those emissions through carbon credits or carbon capture within the next two decades. The company also committed …
Environmental Benefit,zero-emission vehicles,"Committing to a fully zero-emission fleet by 2040, Uber is dedicating $800 million to electrifying its drivers",Ride hailing giant Uber is committing to become a fully zero-emission platform by 2040 and setting aside $800 million to help get its drivers using electric vehicles by 2025. The company said that it would invest further in its micro-mobility options as well …
Environmental Benefit,zero-emission vehicles,California is ready to drag the rest of the US into the EV age,The measure will likely cause a domino effect for the future of EVs in the rest of the country.
Environmental Benefit,zero-emission vehicles,"Uber expands green rides option to 1,400 cities","Uber has expanded a program that incentivizes drivers to use all-electric and hybrid vehicles to more than 1,400 cities in North America including Austin, Houston, Miami and New York City as part of the ride-hailing company’s broader plan to become a zero-emi…"
Environmental Benefit,zero-emission vehicles,UPS will pilot these adorable electric trucks in Paris and London,UPS will deploy a pilot fleet of new electric trucks in Paris and London. The first vehicles are expected hit the road before the end of 2018.
Environmental Benefit,zero-emission vehicles,Can Americans pull the plug on petrol-powered cars?,Joe Biden wants half of all cars sold in the US to be zero emission by 2030 - but getting there won't be easy.
Environmental Benefit,zero-emission vehicles,Automakers urge greater government investment to meet Biden’s EV sales target,"President Joe Biden is expected to set an ambitious new target for half of all new auto sales in the U.S. to be low- or zero-emission by 2030, a plan that has received tentative support from the Big Three automakers pending what they say will require hefty go…"
Environmental Benefit,zero-emission vehicles,Zipcar plans to roll out an all-electric fleet of over 300 Volkswagens in London,"Zipcar is rolling out a fleet of 300 Volkswagen e-Golfs in London this year — in what the company is touting as the largest rollout of electric cars in a single English city. Details from the company are still sketchy, but Zipcar said that the first electric …"
Environmental Benefit,zero-emission vehicles,New registrations for electric vehicles doubled in U.S. since last year,"Electric vehicles, still a small percentage of the total automotive market in the U.S., are beginning to gain ground, according to analysis by IHS Markit. There were 208,000 new registrations for electric vehicles in the U.S. last year, more than double the n…"
Environmental Benefit,zero-emission vehicles,'I got my Florida school district to convert to electric buses',Holly Thorpe's science fair project measured CO2 levels around school buses and led to the change.
Environmental Benefit,zero-emission vehicles,Jaguar Land Rover to develop a Defender-like hydrogen fuel cell EV,"Jaguar Land Rover is developing a hydrogen fuel cell vehicle based on the new Defender SUV and plans to begin testing the prototype next year. The prototype program, known as Project Zeus, is part of JLR’s larger aim to only produce zero-tailpipe emissions ve…"
Environmental Benefit,zero-emission vehicles,EV makers oppose delay to automotive emissions penalty increase,Electric vehicle manufacturers are pushing back against a decision to delay penalty increases for automakers who fail to meet fuel efficiency standards. A lobbying group representing legacy automakers – many of whom are now making substantial investments in z…
Environmental Benefit,zero-emission vehicles,"New York City votes to block new licenses for electric taxis, snubbing Revel’s Tesla plans","New York City’s Taxi and Limousine Commission voted to stop issuing for-hire vehicle licenses to electric vehicles, blocking moped company Revel’s plan to launch a fleet of Tesla taxis. The agency argued it wants to prevent congestion."
Environmental Benefit,zero-emission vehicles,Zoox is offering autonomous rides in SF this week,"Zoox, the self-driving car startup worth a reported $3.2 billion post-money valuation, is offering autonomous rides this week as part of the Global Climate Action Summit. The Global Climate Action Summit convenes state and local leaders, scientists, non-profi…"
